codigo,descripcion,capitulo,grupo,categoria_codigo,categoria_descripcion,nivel,activo,linea_origen
A150,"TUBERCULOSIS DEL PULMON, CONFIRMADA POR HALLAZGO MICROSCOPICO DEL BACILO TUBERCULOSO EN ESPUTO, CON O SIN CULTIVO",CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A15,"TUBERCULOSIS RESPIRATORIA, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE",SUBCATEGORIA,1,94
A151,"TUBERCULOSIS DEL PULMON, CONFIRMADA UNICAMENTE POR CULTIVO",CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A15,"TUBERCULOSIS RESPIRATORIA, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE",SUBCATEGORIA,1,95
A152,"TUBERCULOSIS DEL PULMON, CONFIRMADA HISTOLOGICAMENTE",CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A15,"TUBERCULOSIS RESPIRATORIA, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE",SUBCATEGORIA,1,96
A153,"TUBERCULOSIS DEL PULMON, CONFIRMADA POR MEDIOS NO ESPECIFICADOS",CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A15,"TUBERCULOSIS RESPIRATORIA, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE",SUBCATEGORIA,1,97
A154,"TUBERCULOSIS DE GANGLIOS LINFATICOS INTRATORACICOS, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE",CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A15,"TUBERCULOSIS RESPIRATORIA, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE",SUBCATEGORIA,1,98
A155,"TUBERCULOSIS DE LARINGE, TRAQUEA Y BRONQUIOS, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE",CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A15,"TUBERCULOSIS RESPIRATORIA, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE",SUBCATEGORIA,1,99
A156,"PLEURESIA TUBERCULOSA, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE",CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A15,"TUBERCULOSIS RESPIRATORIA, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE",SUBCATEGORIA,1,100
A157,"TUBERCULOSIS RESPIRATORIA PRIMARIA, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE",CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A15,"TUBERCULOSIS RESPIRATORIA, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE",SUBCATEGORIA,1,101
A158,"OTRAS TUBERCULOSIS RESPIRATORIAS, CONFIRMADAS BACTERIOLOGICA E HISTOLOGICAMENTE",CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A15,"TUBERCULOSIS RESPIRATORIA, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE",SUBCATEGORIA,1,102
A159,"TUBERCULOSIS RESPIRATORIA NO ESPECIFICADA, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE",CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A15,"TUBERCULOSIS RESPIRATORIA, CONFIRMADA BACTERIOLOGICA E HISTOLOGICAMENTE",SUBCATEGORIA,1,103
A16,"TUBERCULOSIS RESPIRATORIA, NO CONFIRMADA BACTERIOLOGICA O HISTOLOGICAMENTE",CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A16,"TUBERCULOSIS RESPIRATORIA, NO CONFIRMADA BACTERIOLOGICA O HISTOLOGICAMENTE",CATEGORIA,1,104
A160,"TUBERCULOSIS DEL PULMON, CON EXAMEN BACTERIOLOGICO E HISTOLOGICO NEGATIVOS",CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A16,"TUBERCULOSIS RESPIRATORIA, NO CONFIRMADA BACTERIOLOGICA O HISTOLOGICAMENTE",SUBCATEGORIA,1,105
A161,"TUBERCULOSIS DE PULMON, SIN EXAMEN BACTERIOLOGICO E HISTOLOGICO",CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A16,"TUBERCULOSIS RESPIRATORIA, NO CONFIRMADA BACTERIOLOGICA O HISTOLOGICAMENTE",SUBCATEGORIA,1,106
A162,"TUBERCULOSIS DE PULMON, SIN MENCION DE CONFIRMACION BACTERIOLOGICA O HISTOLOGICA",CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A16,"TUBERCULOSIS RESPIRATORIA, NO CONFIRMADA BACTERIOLOGICA O HISTOLOGICAMENTE",SUBCATEGORIA,1,107
A163,"TUBERCULOSIS DE GANGLIOS LINFATICOS INTRATORACICOS, SIN MENCION DE CONFIRMACION BACTERIOLOGICA O HISTOLOGICA",CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A16,"TUBERCULOSIS RESPIRATORIA, NO CONFIRMADA BACTERIOLOGICA O HISTOLOGICAMENTE",SUBCATEGORIA,1,108
A164,"TUBERCULOSIS DE LARINGE, TRAQUEA Y BRONQUIOS, SIN MENCION DE CONFIRMACION BACTERIOLOGICA O HISTOLOGICA",CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A16,"TUBERCULOSIS RESPIRATORIA, NO CONFIRMADA BACTERIOLOGICA O HISTOLOGICAMENTE",SUBCATEGORIA,1,109
A165,"PLEURESIA TUBERCULOSA, SIN MENCION DE CONFIRMACION BACTERIOLOGICA O HISTOLOGICA",CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A16,"TUBERCULOSIS RESPIRATORIA, NO CONFIRMADA BACTERIOLOGICA O HISTOLOGICAMENTE",SUBCATEGORIA,1,110
A167,"TUBERCULOSIS RESPIRATORIA PRIMARIA, SIN MENCION DE CONFIRMACION BACTERIOLOGICA O HISTOLOGICA",CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A16,"TUBERCULOSIS RESPIRATORIA, NO CONFIRMADA BACTERIOLOGICA O HISTOLOGICAMENTE",SUBCATEGORIA,1,111
A168,"OTRAS TUBERCULOSIS RESPIRATORIAS, SIN MENCION DE CONFIRMACION",CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A16,"TUBERCULOSIS RESPIRATORIA, NO CONFIRMADA BACTERIOLOGICA O HISTOLOGICAMENTE",SUBCATEGORIA,1,112
A169,"TUBERCULOSIS RESPIRATORIA NO ESPECIFICADA, SIN MENCION DE CONFIRMACION BACTERIOLOGICA O HISTOLOGICA",CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A16,"TUBERCULOSIS RESPIRATORIA, NO CONFIRMADA BACTERIOLOGICA O HISTOLOGICAMENTE",SUBCATEGORIA,1,113
A17,TUBERCULOSIS DEL SISTEMA NERVIOSO,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A17,TUBERCULOSIS DEL SISTEMA NERVIOSO,CATEGORIA,1,114
A170,MENINGITIS TUBERCULOSA,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A17,TUBERCULOSIS DEL SISTEMA NERVIOSO,SUBCATEGORIA,1,115
A171,TUBERCULOMA MENINGEO,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A17,TUBERCULOSIS DEL SISTEMA NERVIOSO,SUBCATEGORIA,1,116
A178,OTRAS TUBERCULOSIS DEL SISTEMA NERVIOSO,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A17,TUBERCULOSIS DEL SISTEMA NERVIOSO,SUBCATEGORIA,1,117
A179,"TUBERCULOSIS DEL SISTEMA NERVIOSO, NO ESPECIFICADA",CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A17,TUBERCULOSIS DEL SISTEMA NERVIOSO,SUBCATEGORIA,1,118
A18,TUBERCULOSIS DE OTROS ORGANOS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A18,TUBERCULOSIS DE OTROS ORGANOS,CATEGORIA,1,119
A180,TUBERCULOSIS DE HUESOS Y ARTICULACIONES,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A18,TUBERCULOSIS DE OTROS ORGANOS,SUBCATEGORIA,1,120
A1801,"TUBERCULOSIS DE HUESOS Y ARTICULACIONES, SIN CONFIRMACION BACTERIOLOGICA E HISTOPATOLOGICA",CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A18,TUBERCULOSIS DE OTROS ORGANOS,SUBCATEGORIA,1,121
A1802,"TUBERCULOSIS DE HUESOS Y ARTICULACIONES, CONFIRMADO CON HISTOPATOLOGIA",CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A18,TUBERCULOSIS DE OTROS ORGANOS,SUBCATEGORIA,1,122
A1803,"TUBERCULOSIS DE HUESOS Y ARTICULACIONES, CONFIRMADO CON BACTERIOLOGIA",CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A18,TUBERCULOSIS DE OTROS ORGANOS,SUBCATEGORIA,1,123
A181,TUBERCULOSIS DEL APARATO GENITOURINARIO,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A18,TUBERCULOSIS DE OTROS ORGANOS,SUBCATEGORIA,1,124
A1811,"TUBERCULOSIS DEL APARATO GENITOURINARIO, SIN CONFIRMACION BACTERIOLOGICA E HISTOPATOLOGICA",CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A18,TUBERCULOSIS DE OTROS ORGANOS,SUBCATEGORIA,1,125
A1812,"TUBERCULOSIS DEL APARATO GENITOURINAIRO, CONFIRMADO CON HISTOPATOLOGIA",CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A18,TUBERCULOSIS DE OTROS ORGANOS,SUBCATEGORIA,1,126
A1813,"TUBERCULOSIS DEL APARATO GENITOURINARIO, CONFIRMADO CON BACTERIOLOGIA",CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A18,TUBERCULOSIS DE OTROS ORGANOS,SUBCATEGORIA,1,127
A182,LINFADENOPATIA PERIFERICA TUBERCULOSA,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A18,TUBERCULOSIS DE OTROS ORGANOS,SUBCATEGORIA,1,128
A1821,"LINFADENOPATIA PERIFERICA TUBERCULOSA, SIN CONFIRMACION BACTERIOLOGICA E HISTOPATOLOGICA",CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A18,TUBERCULOSIS DE OTROS ORGANOS,SUBCATEGORIA,1,129
A1822,"LINFADENOPATIA PERIFERICA TUBERCULOSA, CONFIRMADO CON HISTOPATOLOGIA",CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A18,TUBERCULOSIS DE OTROS ORGANOS,SUBCATEGORIA,1,130
A1823,"LINFADENOPATIA PERIFERICA TUBERCULOSA, CONFIRMADO CON BACTERIOLOGIA",CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A18,TUBERCULOSIS DE OTROS ORGANOS,SUBCATEGORIA,1,131
A183,"TUBERCULOSIS DE LOS INTESTINOS, EL PERITONEO Y LOS GANGLIOS MESENTERICOS",CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A18,TUBERCULOSIS DE OTROS ORGANOS,SUBCATEGORIA,1,132
A1831,"TUBERCULOSIS DE LOS INTESTINOS, EL PERITONEO Y GANGLIOS MESENTERICOS, SIN COFIRMIMACION BACTERIOLOGICA",CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A18,TUBERCULOSIS DE OTROS ORGANOS,SUBCATEGORIA,1,133
A1832,"TUBERCULOSIS DE LOS INTESTINOS, EL PERITONEO Y GANGLIOS MESENTERICOS CONFIRMADO CON HISTOPATOLOGIA",CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A18,TUBERCULOSIS DE OTROS ORGANOS,SUBCATEGORIA,1,134
A1833,"TUBERCULOSIS DE LOS INTESTINOS, EL PERITONEO Y GANGLIOS MESENTERICOS, CONFIRMADO CON BACTERIOLOGIA",CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A18,TUBERCULOSIS DE OTROS ORGANOS,SUBCATEGORIA,1,135
A184,TUBERCULOSIS DE LA PIEL Y EL TEJIDO SUBCUTANEO,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A18,TUBERCULOSIS DE OTROS ORGANOS,SUBCATEGORIA,1,136
A1841,"TUBERCULOSIS DE LA PIEL Y EL TEJIDO SUBCUTANEO, SIN CONFIRMACION BACTERIOLOGICA E HISTOPATOLOGICA",CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A18,TUBERCULOSIS DE OTROS ORGANOS,SUBCATEGORIA,1,137
A1842,"TUBERCULOSIS DE LA PIEL Y EL TEJIDO SUBCUTANEO, CONFIRMADO CON HISTOPATOLOGIA",CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A18,TUBERCULOSIS DE OTROS ORGANOS,SUBCATEGORIA,1,138
A1843,"TUBERCULOSIS DE LA PIEL Y EL TEJIDO SUBCUTANEO, CONFIRMADO CON BACTERIOLOGIA",CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A18,TUBERCULOSIS DE OTROS ORGANOS,SUBCATEGORIA,1,139
A185,TUBERCULOSIS DEL OJO,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A18,TUBERCULOSIS DE OTROS ORGANOS,SUBCATEGORIA,1,140
A1851,"TUBERCULOSIS DEL OJO, SIN CONFIRMACION BACTERIOLOGICA E HISTOPATOLOGICA",CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A18,TUBERCULOSIS DE OTROS ORGANOS,SUBCATEGORIA,1,141
A1852,"TUBERCULOSIS DEL OJO, CONFIRMADO CON HISTOPATOLOGIA",CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A18,TUBERCULOSIS DE OTROS ORGANOS,SUBCATEGORIA,1,142
A1853,"TUBERCULOSIS DEL OJO, CONFIRMACO CON BACTERIOLOGIA",CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A18,TUBERCULOSIS DE OTROS ORGANOS,SUBCATEGORIA,1,143
A186,TUBERCULOSIS DEL OIDO,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A18,TUBERCULOSIS DE OTROS ORGANOS,SUBCATEGORIA,1,144
A1861,"TUBERCULOSIS DEL OIDO, SIN CONFIRMACION BACTERIOLOGICA E HISTOPATOLOGICA",CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A18,TUBERCULOSIS DE OTROS ORGANOS,SUBCATEGORIA,1,145
A1862,"TUBERCULOSIS DEL OIDO, CONFIRMADO CON HISTOPATOLOGIA",CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A18,TUBERCULOSIS DE OTROS ORGANOS,SUBCATEGORIA,1,146
A1863,"TUBERCULOSIS DEL OIDO, CONFIRMADO CON BACTERIOLOGIA",CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A18,TUBERCULOSIS DE OTROS ORGANOS,SUBCATEGORIA,1,147
A187,TUBERCULOSIS DE GLANDULAS SUPRARRENALES,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A18,TUBERCULOSIS DE OTROS ORGANOS,SUBCATEGORIA,1,148
A1871,"TUBERCULOSIS DE GLANDULAS SUPRARRENALES, SIN CONFIRMACION BACTERIOLOGICA E HISTOPATOLOGICO",CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A18,TUBERCULOSIS DE OTROS ORGANOS,SUBCATEGORIA,1,149
A1872,"TUBERCULOSIS DE GLANDULAS SUPRARRENALES, CONFIRMADO CON BACTERIOLOGIA",CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A18,TUBERCULOSIS DE OTROS ORGANOS,SUBCATEGORIA,1,150
A188,TUBERCULOSIS DE OTROS ORGANOS ESPECIFICADOS,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A18,TUBERCULOSIS DE OTROS ORGANOS,SUBCATEGORIA,1,151
A1881,"TUBERCULOSIS DE OTROS ORGANOS ESPECIFICADOS, SIN CONFIRMACION BACTERIOLOGICA E HISTOPATOLOGICA",CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A18,TUBERCULOSIS DE OTROS ORGANOS,SUBCATEGORIA,1,152
A1882,"TUBERCULOSIS DE OTROS ORGANOS ESPECIFICADOS, CONFIRMADO CON HISTOPATOLOGIA",CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A18,TUBERCULOSIS DE OTROS ORGANOS,SUBCATEGORIA,1,153
A1883,"TUBERCULOSIS DE OTROS ORGANOS ESPECIFICADOS, CONFIRMADO CON BACTERIOLOGIA",CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A18,TUBERCULOSIS DE OTROS ORGANOS,SUBCATEGORIA,1,154
A1891,TUBERCULOSIS EXTRAPULMONAR SIN CONFIRMACION,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A18,TUBERCULOSIS DE OTROS ORGANOS,SUBCATEGORIA,1,155
A1892,TUBERCULOSIS EXTRAPULMONAR CON CONFIRMACION HISTOPATOLOGICA,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A18,TUBERCULOSIS DE OTROS ORGANOS,SUBCATEGORIA,1,156
A1893,TUBERCULOSIS EXTRAPULMONAR CON CONFIRMACION BACTERIOLOGICA,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A18,TUBERCULOSIS DE OTROS ORGANOS,SUBCATEGORIA,1,157
A19,TUBERCULOSIS MILIAR,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A19,TUBERCULOSIS MILIAR,CATEGORIA,1,158
A190,TUBERCULOSIS MILIAR AGUDA DE UN SOLO SITIO ESPECIFICADO,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A19,TUBERCULOSIS MILIAR,SUBCATEGORIA,1,159
A191,TUBERCULOSIS MILIAR AGUDA DE SITIOS MULTIPLES,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A19,TUBERCULOSIS MILIAR,SUBCATEGORIA,1,160
A192,"TUBERCULOSIS MILIAR AGUDA, NO ESPECIFICADA",CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A19,TUBERCULOSIS MILIAR,SUBCATEGORIA,1,161
A198,OTRAS TUBERCULOSIS MILIARES,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A19,TUBERCULOSIS MILIAR,SUBCATEGORIA,1,162
A199,"TUBERCULOSIS MILIAR, SIN OTRA ESPECIFICACION",CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A15 - A19) TUBERCULOSIS,A19,TUBERCULOSIS MILIAR,SUBCATEGORIA,1,163
A20,PESTE,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A20 - A28) CIERTAS ZOONOSIS BACTERIANAS,A20,PESTE,CATEGORIA,1,165
A200,PESTE BUBONICA,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A20 - A28) CIERTAS ZOONOSIS BACTERIANAS,A20,PESTE,SUBCATEGORIA,1,166
A201,PESTE CELULOCUTANEA,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A20 - A28) CIERTAS ZOONOSIS BACTERIANAS,A20,PESTE,SUBCATEGORIA,1,167
A202,PESTE NEUMONICA,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A20 - A28) CIERTAS ZOONOSIS BACTERIANAS,A20,PESTE,SUBCATEGORIA,1,168
A203,MENINGITIS POR PESTE,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A20 - A28) CIERTAS ZOONOSIS BACTERIANAS,A20,PESTE,SUBCATEGORIA,1,169
A207,PESTE SEPTICEMICA,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A20 - A28) CIERTAS ZOONOSIS BACTERIANAS,A20,PESTE,SUBCATEGORIA,1,170
A208,OTRAS FORMAS DE PESTE,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A20 - A28) CIERTAS ZOONOSIS BACTERIANAS,A20,PESTE,SUBCATEGORIA,1,171
A209,"PESTE, NO ESPECIFICADA",CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A20 - A28) CIERTAS ZOONOSIS BACTERIANAS,A20,PESTE,SUBCATEGORIA,1,172
A21,TULAREMIA,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A20 - A28) CIERTAS ZOONOSIS BACTERIANAS,A21,TULAREMIA,CATEGORIA,1,173
A210,TULAREMIA ULCEROGLANDULAR,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A20 - A28) CIERTAS ZOONOSIS BACTERIANAS,A21,TULAREMIA,SUBCATEGORIA,1,174
A211,TULAREMIA OCULOGLANDULAR,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A20 - A28) CIERTAS ZOONOSIS BACTERIANAS,A21,TULAREMIA,SUBCATEGORIA,1,175
A212,TULAREMIA PULMONAR,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A20 - A28) CIERTAS ZOONOSIS BACTERIANAS,A21,TULAREMIA,SUBCATEGORIA,1,176
A213,TULAREMIA GASTROINTESTINAL,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A20 - A28) CIERTAS ZOONOSIS BACTERIANAS,A21,TULAREMIA,SUBCATEGORIA,1,177
A217,TULAREMIA GENERALIZADA,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A20 - A28) CIERTAS ZOONOSIS BACTERIANAS,A21,TULAREMIA,SUBCATEGORIA,1,178
A218,OTRAS FORMAS DE TULAREMIA,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A20 - A28) CIERTAS ZOONOSIS BACTERIANAS,A21,TULAREMIA,SUBCATEGORIA,1,179
A219,"TULAREMIA, NO ESPECIFICADA",CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A20 - A28) CIERTAS ZOONOSIS BACTERIANAS,A21,TULAREMIA,SUBCATEGORIA,1,180
A22,CARBUNCO [ANTRAX],CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A20 - A28) CIERTAS ZOONOSIS BACTERIANAS,A22,CARBUNCO [ANTRAX],CATEGORIA,1,181
A220,CARBUNCO CUTANEO,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A20 - A28) CIERTAS ZOONOSIS BACTERIANAS,A22,CARBUNCO [ANTRAX],SUBCATEGORIA,1,182
A221,CARBUNCO PULMONAR,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A20 - A28) CIERTAS ZOONOSIS BACTERIANAS,A22,CARBUNCO [ANTRAX],SUBCATEGORIA,1,183
A222,CARBUNCO GASTROINTESTINAL,CAPITULO I: CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,(A20 - A28) CIERTAS ZOONOSIS BACTERIANAS,A22,CARBUNCO [ANTRAX],SUBCATEGORIA,1,184
